time,cell04456
2013-11-04 00:00:00,527.7485511228967
2013-11-04 00:10:00,556.4031041027677
2013-11-04 00:20:00,748.7870146708726
2013-11-04 00:30:00,569.8439999798695
2013-11-04 00:40:00,505.23012186200026
2013-11-04 00:50:00,479.8586964545834
2013-11-04 01:00:00,439.8767298657138
2013-11-04 01:10:00,511.8345851796736
2013-11-04 01:20:00,409.5635101504994
2013-11-04 01:30:00,418.591550421441
2013-11-04 01:40:00,436.0603384810439
2013-11-04 01:50:00,437.2158074960125
2013-11-04 02:00:00,428.15664634731377
2013-11-04 02:10:00,529.5044882896317
2013-11-04 02:20:00,367.11345853848974
2013-11-04 02:30:00,377.5150353309713
2013-11-04 02:40:00,391.04580899091343
2013-11-04 02:50:00,329.3662683749359
2013-11-04 03:00:00,365.1544413494997
2013-11-04 03:10:00,334.846719083848
2013-11-04 03:20:00,305.71505663429525
2013-11-04 03:30:00,338.9586229657588
2013-11-04 03:40:00,341.25572863670834
2013-11-04 03:50:00,300.66222557204765
2013-11-04 04:00:00,323.49018105560145
2013-11-04 04:10:00,325.04612380033507
2013-11-04 04:20:00,273.42223068747256
2013-11-04 04:30:00,306.7080511279519
2013-11-04 04:40:00,313.42742708885595
2013-11-04 04:50:00,286.46010231348504
2013-11-04 05:00:00,322.0431274074361
2013-11-04 05:10:00,332.2941994633589
2013-11-04 05:20:00,321.5065854814257
2013-11-04 05:30:00,333.643043461514
2013-11-04 05:40:00,378.1932542443848
2013-11-04 05:50:00,364.1765584950277
2013-11-04 06:00:00,423.1518250748289
2013-11-04 06:10:00,431.88392108167545
2013-11-04 06:20:00,384.7966903231887
2013-11-04 06:30:00,431.06535918768986
2013-11-04 06:40:00,503.8623722003888
2013-11-04 06:50:00,534.7115255226448
2013-11-04 07:00:00,594.8162224038559
2013-11-04 07:10:00,581.3339088965688
2013-11-04 07:20:00,515.8828022162694
2013-11-04 07:30:00,573.958716973975
2013-11-04 07:40:00,773.9241291910005
2013-11-04 07:50:00,730.5529534795488
2013-11-04 08:00:00,773.919159814855
2013-11-04 08:10:00,1107.9718275616372
2013-11-04 08:20:00,748.8279871398335
2013-11-04 08:30:00,681.5021271378433
2013-11-04 08:40:00,622.7002356110802
2013-11-04 08:50:00,709.5127149790644
2013-11-04 09:00:00,698.065829000529
2013-11-04 09:10:00,662.5473238895596
2013-11-04 09:20:00,775.2458199435771
2013-11-04 09:30:00,724.3116425628874
2013-11-04 09:40:00,664.535040666103
2013-11-04 09:50:00,647.6063976223045
2013-11-04 10:00:00,683.9739844131644
2013-11-04 10:10:00,759.6210373896273
2013-11-04 10:20:00,662.8473744284988
2013-11-04 10:30:00,768.3857828413977
2013-11-04 10:40:00,814.8205719213474
2013-11-04 10:50:00,694.798569794136
2013-11-04 11:00:00,636.777929462597
2013-11-04 11:10:00,776.1945822750811
2013-11-04 11:20:00,866.3088816225501
2013-11-04 11:30:00,764.1071975440763
2013-11-04 11:40:00,709.4270201794197
2013-11-04 11:50:00,647.4589593691978
2013-11-04 12:00:00,711.1711313458379
2013-11-04 12:10:00,782.0954521319984
